,UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),MISO Total Wind Generation (MW)
0,2021-02-10 06:00:00,2021-02-10,1,77859.97,19.9,2/10/21 0:54,0.0,2/10/21 0:53,64.0,2/10/21 0:53,5376.71
1,2021-02-10 07:00:00,2021-02-10,2,76211.1,19.9,2/10/21 1:54,-0.9,2/10/21 1:53,63.0,2/10/21 1:53,5019.58
2,2021-02-10 08:00:00,2021-02-10,3,75295.06,19.9,2/10/21 2:54,-4.0,2/10/21 2:53,63.0,2/10/21 2:53,4895.51
3,2021-02-10 09:00:00,2021-02-10,4,75164.21,19.9,2/10/21 3:54,-2.0,2/10/21 3:53,63.0,2/10/21 3:53,4747.13
4,2021-02-10 10:00:00,2021-02-10,5,75743.83,19.9,2/10/21 4:54,-2.0,2/10/21 4:53,62.1,2/10/21 4:53,4341.06
5,2021-02-10 11:00:00,2021-02-10,6,77519.41,19.9,2/10/21 5:54,-0.9,2/10/21 5:53,62.1,2/10/21 5:53,4097.84
6,2021-02-10 12:00:00,2021-02-10,7,81405.69,19.9,2/10/21 6:54,-2.9,2/10/21 6:53,64.0,2/10/21 6:53,3803.82
7,2021-02-10 13:00:00,2021-02-10,8,86524.87,19.9,2/10/21 7:54,-2.0,2/10/21 7:53,64.9,2/10/21 7:53,3560.23
8,2021-02-10 14:00:00,2021-02-10,9,88848.72,19.9,2/10/21 8:54,0.0,2/10/21 8:53,64.9,2/10/21 8:53,3451.87
9,2021-02-10 15:00:00,2021-02-10,10,89552.29,21.0,2/10/21 9:54,1.9,2/10/21 9:53,66.0,2/10/21 9:53,3398.35
10,2021-02-10 16:00:00,2021-02-10,11,89443.58,21.0,2/10/21 10:54,3.0,2/10/21 10:53,66.9,2/10/21 10:53,2855.39
11,2021-02-10 17:00:00,2021-02-10,12,88939.44,21.9,2/10/21 11:54,5.0,2/10/21 11:53,66.0,2/10/21 11:53,2501.78
12,2021-02-10 18:00:00,2021-02-10,13,88190.58,21.9,2/10/21 12:54,5.0,2/10/21 12:53,68.0,2/10/21 12:53,2447.2
13,2021-02-10 19:00:00,2021-02-10,14,87474.25,21.9,2/10/21 13:54,7.0,2/10/21 13:53,69.1,2/10/21 13:53,2687.67
14,2021-02-10 20:00:00,2021-02-10,15,86936.68,21.9,2/10/21 14:54,7.0,2/10/21 14:53,73.0,2/10/21 14:53,3038.37
15,2021-02-10 21:00:00,2021-02-10,16,86225.69,21.0,2/10/21 15:54,8.1,2/10/21 15:53,73.9,2/10/21 15:53,3426.2
16,2021-02-10 22:00:00,2021-02-10,17,85955.58,21.0,2/10/21 16:54,8.1,2/10/21 16:53,73.0,2/10/21 16:53,3744.83
17,2021-02-10 23:00:00,2021-02-10,18,87144.98,21.0,2/10/21 17:54,6.1,2/10/21 17:53,72.0,2/10/21 17:53,3946.69
18,2021-02-11 00:00:00,2021-02-10,19,89768.98,19.9,2/10/21 18:54,3.9,2/10/21 18:53,69.1,2/10/21 18:53,3873.37
19,2021-02-11 01:00:00,2021-02-10,20,91024.26,19.0,2/10/21 19:54,1.0,2/10/21 19:53,68.0,2/10/21 19:53,4119.2
20,2021-02-11 02:00:00,2021-02-10,21,89904.51,19.0,2/10/21 20:54,-0.9,2/10/21 20:53,68.0,2/10/21 20:53,4715.97
21,2021-02-11 03:00:00,2021-02-10,22,87754.23,19.0,2/10/21 21:54,-2.9,2/10/21 21:53,,,5414.9
22,2021-02-11 04:00:00,2021-02-10,23,84864.3,19.0,2/10/21 22:54,-4.0,2/10/21 22:53,,,6232.48
23,2021-02-11 05:00:00,2021-02-10,24,81517.32,19.0,2/10/21 23:54,-5.1,2/10/21 23:53,,,6714.3
24,2021-02-11 06:00:00,2021-02-11,1,79092.86,19.0,2/11/21 0:54,-6.0,2/11/21 0:53,,,8028.74
25,2021-02-11 07:00:00,2021-02-11,2,77471.2,19.0,2/11/21 1:54,-8.0,2/11/21 1:53,,,8052.45
26,2021-02-11 08:00:00,2021-02-11,3,76701.34,18.0,2/11/21 2:54,-8.0,2/11/21 2:53,,,7910.58
27,2021-02-11 09:00:00,2021-02-11,4,76533.9,18.0,2/11/21 3:54,-8.0,2/11/21 3:53,,,7457.4
28,2021-02-11 10:00:00,2021-02-11,5,77242.04,18.0,2/11/21 4:54,-9.0,2/11/21 4:53,,,7168.79
29,2021-02-11 11:00:00,2021-02-11,6,79172.22,19.0,2/11/21 5:54,-9.0,2/11/21 5:53,,,7163.52
30,2021-02-11 12:00:00,2021-02-11,7,83001.61,19.0,2/11/21 6:54,-8.0,2/11/21 6:53,,,6877.17
31,2021-02-11 13:00:00,2021-02-11,8,88028.25,19.0,2/11/21 7:54,-9.0,2/11/21 7:53,,,6731.66
32,2021-02-11 14:00:00,2021-02-11,9,90619.95,19.0,2/11/21 8:54,-9.0,2/11/21 8:53,70.0,2/11/21 8:53,6521.94
33,2021-02-11 15:00:00,2021-02-11,10,91511.25,19.9,2/11/21 9:54,-8.0,2/11/21 9:53,72.0,2/11/21 9:53,6791.59
34,2021-02-11 16:00:00,2021-02-11,11,91654.23,19.9,2/11/21 10:54,-7.1,2/11/21 10:53,75.0,2/11/21 10:53,6768.8
35,2021-02-11 17:00:00,2021-02-11,12,91358.29,21.0,2/11/21 11:54,-5.1,2/11/21 11:53,73.0,2/11/21 11:53,6140.5
36,2021-02-11 18:00:00,2021-02-11,13,90697.43,23.0,2/11/21 12:54,-2.9,2/11/21 12:53,,,5108.33
37,2021-02-11 19:00:00,2021-02-11,14,90169.86,23.0,2/11/21 13:54,-0.9,2/11/21 13:53,66.0,2/11/21 13:53,4537.35
38,2021-02-11 20:00:00,2021-02-11,15,89534.56,23.0,2/11/21 14:54,0.0,2/11/21 14:53,66.0,2/11/21 14:53,4500.52
39,2021-02-11 21:00:00,2021-02-11,16,89091.25,21.9,2/11/21 15:54,0.0,2/11/21 15:53,66.0,2/11/21 15:53,4767.06
40,2021-02-11 22:00:00,2021-02-11,17,89331.66,21.0,2/11/21 16:54,-0.9,2/11/21 16:53,66.9,2/11/21 16:53,5380.8
41,2021-02-11 23:00:00,2021-02-11,18,90516.78,19.9,2/11/21 17:54,-0.9,2/11/21 17:53,68.0,2/11/21 17:53,6423.65
42,2021-02-12 00:00:00,2021-02-11,19,93243.41,19.9,2/11/21 18:54,-2.0,2/11/21 18:53,64.9,2/11/21 18:53,6822.32
43,2021-02-12 01:00:00,2021-02-11,20,94421.17,19.0,2/11/21 19:54,-2.9,2/11/21 19:53,64.9,2/11/21 19:53,7390.36
44,2021-02-12 02:00:00,2021-02-11,21,93210.04,18.0,2/11/21 20:54,-4.0,2/11/21 20:53,64.0,2/11/21 20:53,8164.91
45,2021-02-12 03:00:00,2021-02-11,22,91258.61,18.0,2/11/21 21:54,-4.0,2/11/21 21:53,57.9,2/11/21 21:53,9262.26
46,2021-02-12 04:00:00,2021-02-11,23,88275.73,19.0,2/11/21 22:54,-4.0,2/11/21 22:53,54.0,2/11/21 22:53,10209.24
47,2021-02-12 05:00:00,2021-02-11,24,85319.01,19.0,2/11/21 23:54,-2.9,2/11/21 23:53,52.0,2/11/21 23:53,10348.15
48,2021-02-12 06:00:00,2021-02-12,1,82664.52,19.0,2/12/21 0:54,-4.0,2/12/21 0:53,54.0,2/12/21 0:53,10315.13
49,2021-02-12 07:00:00,2021-02-12,2,81023.68,19.0,2/12/21 1:54,-5.1,2/12/21 1:53,53.1,2/12/21 1:53,10677.11
50,2021-02-12 08:00:00,2021-02-12,3,80148.27,19.0,2/12/21 2:54,-6.0,2/12/21 2:53,52.0,2/12/21 2:53,10819.33
51,2021-02-12 09:00:00,2021-02-12,4,80065.98,19.0,2/12/21 3:54,-7.1,2/12/21 3:53,51.1,2/12/21 3:53,10641.17
52,2021-02-12 10:00:00,2021-02-12,5,80507.4,19.9,2/12/21 4:54,-9.0,2/12/21 4:53,50.0,2/12/21 4:53,10799.83
53,2021-02-12 11:00:00,2021-02-12,6,82586.8,19.9,2/12/21 5:54,-9.9,2/12/21 5:53,50.0,2/12/21 5:53,10637.92
54,2021-02-12 12:00:00,2021-02-12,7,86789.81,19.0,2/12/21 6:54,-11.9,2/12/21 6:53,48.9,2/12/21 6:53,10566.57
55,2021-02-12 13:00:00,2021-02-12,8,91759.06,19.0,2/12/21 7:54,-13.0,2/12/21 7:53,46.9,2/12/21 7:53,10889.79
56,2021-02-12 14:00:00,2021-02-12,9,94265.92,19.9,2/12/21 8:54,-13.0,2/12/21 8:53,48.9,2/12/21 8:53,10848.18
57,2021-02-12 15:00:00,2021-02-12,10,95330.1,21.0,2/12/21 9:54,-11.0,2/12/21 9:53,45.0,2/12/21 9:53,9926.96
58,2021-02-12 16:00:00,2021-02-12,11,95379.24,23.0,2/12/21 10:54,-9.0,2/12/21 10:53,46.0,2/12/21 10:53,8588.63
59,2021-02-12 17:00:00,2021-02-12,12,94641.32,25.0,2/12/21 11:54,-8.0,2/12/21 11:53,46.9,2/12/21 11:53,6844.67
60,2021-02-12 18:00:00,2021-02-12,13,93626.33,26.1,2/12/21 12:54,-7.1,2/12/21 12:53,48.0,2/12/21 12:53,5898.48
61,2021-02-12 19:00:00,2021-02-12,14,92380.08,25.0,2/12/21 13:54,-6.0,2/12/21 13:53,48.0,2/12/21 13:53,5472.44
62,2021-02-12 20:00:00,2021-02-12,15,91638.22,26.1,2/12/21 14:54,-5.1,2/12/21 14:53,48.9,2/12/21 14:53,5523.41
63,2021-02-12 21:00:00,2021-02-12,16,90707.36,26.6,2/12/21 15:54,-5.1,2/12/21 15:53,48.9,2/12/21 15:53,5619.17
64,2021-02-12 22:00:00,2021-02-12,17,90640.04,26.1,2/12/21 16:54,-5.1,2/12/21 16:53,48.9,2/12/21 16:53,5754.98
65,2021-02-12 23:00:00,2021-02-12,18,91694.55,24.1,2/12/21 17:54,-6.0,2/12/21 17:53,48.9,2/12/21 17:53,5971.07
66,2021-02-13 00:00:00,2021-02-12,19,94461.53,24.1,2/12/21 18:54,-7.1,2/12/21 18:53,48.9,2/12/21 18:53,5862.08
67,2021-02-13 01:00:00,2021-02-12,20,95958.74,23.0,2/12/21 19:54,-8.0,2/12/21 19:53,48.0,2/12/21 19:53,5075.71
68,2021-02-13 02:00:00,2021-02-12,21,94875.39,24.1,2/12/21 20:54,-8.0,2/12/21 20:53,48.0,2/12/21 20:53,4613.86
69,2021-02-13 03:00:00,2021-02-12,22,93228.09,23.0,2/12/21 21:54,-8.0,2/12/21 21:53,44.1,2/12/21 21:53,4255.78
70,2021-02-13 04:00:00,2021-02-12,23,90999.01,23.0,2/12/21 22:54,-8.0,2/12/21 22:53,44.1,2/12/21 22:53,4426.72
71,2021-02-13 05:00:00,2021-02-12,24,88206.99,23.0,2/12/21 23:54,-8.0,2/12/21 23:53,43.0,2/12/21 23:53,4683.23
72,2021-02-13 06:00:00,2021-02-13,1,85709.01,23.0,2/13/21 0:54,-7.1,2/13/21 0:53,43.0,2/13/21 0:53,4591.32
73,2021-02-13 07:00:00,2021-02-13,2,83984.61,21.9,2/13/21 1:54,-7.1,2/13/21 1:53,43.0,2/13/21 1:53,4436.77
74,2021-02-13 08:00:00,2021-02-13,3,82947.93,21.9,2/13/21 2:54,-7.1,2/13/21 2:53,43.0,2/13/21 2:53,4205.14
75,2021-02-13 09:00:00,2021-02-13,4,82676.23,21.9,2/13/21 3:54,-7.1,2/13/21 3:53,42.1,2/13/21 3:53,3794.08
76,2021-02-13 10:00:00,2021-02-13,5,82804.03,21.9,2/13/21 4:54,-7.1,2/13/21 4:53,42.1,2/13/21 4:53,3857.02
77,2021-02-13 11:00:00,2021-02-13,6,83755.6,21.9,2/13/21 5:54,-7.1,2/13/21 5:53,43.0,2/13/21 5:53,3986.18
78,2021-02-13 12:00:00,2021-02-13,7,85750.58,21.9,2/13/21 6:54,-7.1,2/13/21 6:53,42.1,2/13/21 6:53,3613.68
79,2021-02-13 13:00:00,2021-02-13,8,88127.88,21.9,2/13/21 7:54,-6.0,2/13/21 7:53,42.1,2/13/21 7:53,3389.3
80,2021-02-13 14:00:00,2021-02-13,9,90067.87,21.9,2/13/21 8:54,-6.0,2/13/21 8:53,42.1,2/13/21 8:53,2854.01
81,2021-02-13 15:00:00,2021-02-13,10,92388.95,21.9,2/13/21 9:54,-6.0,2/13/21 9:53,42.1,2/13/21 9:53,2729.75
82,2021-02-13 16:00:00,2021-02-13,11,93377.18,23.0,2/13/21 10:54,-6.0,2/13/21 10:53,42.1,2/13/21 10:53,3044.13
83,2021-02-13 17:00:00,2021-02-13,12,93020.29,23.0,2/13/21 11:54,-5.1,2/13/21 11:53,42.1,2/13/21 11:53,3487.36
84,2021-02-13 18:00:00,2021-02-13,13,91849.23,23.0,2/13/21 12:54,-5.1,2/13/21 12:53,43.0,2/13/21 12:53,3909.3
85,2021-02-13 19:00:00,2021-02-13,14,89915.72,25.0,2/13/21 13:54,-2.9,2/13/21 13:53,44.1,2/13/21 13:53,4476.22
86,2021-02-13 20:00:00,2021-02-13,15,88510.85,25.0,2/13/21 14:54,-2.9,2/13/21 14:53,45.0,2/13/21 14:53,5249.35
87,2021-02-13 21:00:00,2021-02-13,16,87499.85,25.0,2/13/21 15:54,-4.0,2/13/21 15:53,46.9,2/13/21 15:53,6334.88
88,2021-02-13 22:00:00,2021-02-13,17,87349.45,24.1,2/13/21 16:54,-4.0,2/13/21 16:53,46.9,2/13/21 16:53,7323.67
89,2021-02-13 23:00:00,2021-02-13,18,88846.07,23.0,2/13/21 17:54,-4.0,2/13/21 17:53,46.0,2/13/21 17:53,7741.59
90,2021-02-14 00:00:00,2021-02-13,19,91841.59,19.9,2/13/21 18:54,-6.0,2/13/21 18:53,44.1,2/13/21 18:53,7463.75
91,2021-02-14 01:00:00,2021-02-13,20,94115.9,18.0,2/13/21 19:54,-7.1,2/13/21 19:53,44.1,2/13/21 19:53,7377.41
92,2021-02-14 02:00:00,2021-02-13,21,93410.54,17.1,2/13/21 20:54,-8.0,2/13/21 20:53,43.0,2/13/21 20:53,7254.31
93,2021-02-14 03:00:00,2021-02-13,22,92401.58,15.1,2/13/21 21:54,-9.0,2/13/21 21:53,43.0,2/13/21 21:53,8079.99
94,2021-02-14 04:00:00,2021-02-13,23,90499.53,14.0,2/13/21 22:54,-9.0,2/13/21 22:53,43.0,2/13/21 22:53,9194.29
95,2021-02-14 05:00:00,2021-02-13,24,88120.79,12.9,2/13/21 23:54,-11.0,2/13/21 23:53,43.0,2/13/21 23:53,10121.8
96,2021-02-14 06:00:00,2021-02-14,1,86246.33,10.9,2/14/21 0:54,-11.0,2/14/21 0:53,42.1,2/14/21 0:53,10934.48
97,2021-02-14 07:00:00,2021-02-14,2,85169.91,10.0,2/14/21 1:54,-13.0,2/14/21 1:53,41.0,2/14/21 1:53,11531.91
98,2021-02-14 08:00:00,2021-02-14,3,84639.06,9.0,2/14/21 2:54,-14.1,2/14/21 2:53,39.9,2/14/21 2:53,12328.99
99,2021-02-14 09:00:00,2021-02-14,4,84455.97,8.1,2/14/21 3:54,-15.0,2/14/21 3:53,39.9,2/14/21 3:53,11935.62
100,2021-02-14 10:00:00,2021-02-14,5,84722.47,6.1,2/14/21 4:54,-16.1,2/14/21 4:53,39.0,2/14/21 4:53,11708.91
101,2021-02-14 11:00:00,2021-02-14,6,85539.52,5.0,2/14/21 5:54,-17.0,2/14/21 5:53,39.0,2/14/21 5:53,10337.55
102,2021-02-14 12:00:00,2021-02-14,7,87156.98,3.9,2/14/21 6:54,-17.0,2/14/21 6:53,39.0,2/14/21 6:53,8809.48
103,2021-02-14 13:00:00,2021-02-14,8,89058.46,3.0,2/14/21 7:54,-18.0,2/14/21 7:53,39.0,2/14/21 7:53,8240.63
104,2021-02-14 14:00:00,2021-02-14,9,90858.1,5.0,2/14/21 8:54,-18.9,2/14/21 8:53,39.0,2/14/21 8:53,8017.88
105,2021-02-14 15:00:00,2021-02-14,10,92799.8,8.1,2/14/21 9:54,-16.1,2/14/21 9:53,39.0,2/14/21 9:53,8506.74
106,2021-02-14 16:00:00,2021-02-14,11,93555.68,10.9,2/14/21 10:54,-14.1,2/14/21 10:53,37.9,2/14/21 10:53,8408.73
107,2021-02-14 17:00:00,2021-02-14,12,93467.02,14.0,2/14/21 11:54,-11.0,2/14/21 11:53,39.9,2/14/21 11:53,7535.6
108,2021-02-14 18:00:00,2021-02-14,13,92827.6,17.1,2/14/21 12:54,-8.0,2/14/21 12:53,42.1,2/14/21 12:53,7276.73
109,2021-02-14 19:00:00,2021-02-14,14,91871.78,18.0,2/14/21 13:54,-7.1,2/14/21 13:53,43.0,2/14/21 13:53,7550.84
110,2021-02-14 20:00:00,2021-02-14,15,90937.15,18.0,2/14/21 14:54,-6.0,2/14/21 14:53,44.1,2/14/21 14:53,8297.54
111,2021-02-14 21:00:00,2021-02-14,16,90623.71,19.9,2/14/21 15:54,-5.1,2/14/21 15:53,45.0,2/14/21 15:53,8393.63
112,2021-02-14 22:00:00,2021-02-14,17,91219.05,18.0,2/14/21 16:54,-4.0,2/14/21 16:53,45.0,2/14/21 16:53,7832.2
113,2021-02-14 23:00:00,2021-02-14,18,93408.6,14.0,2/14/21 17:54,-5.1,2/14/21 17:53,45.0,2/14/21 17:53,6611.17
114,2021-02-15 00:00:00,2021-02-14,19,96982.31,12.9,2/14/21 18:54,-7.1,2/14/21 18:53,42.1,2/14/21 18:53,5704.56
115,2021-02-15 01:00:00,2021-02-14,20,98984.23,10.9,2/14/21 19:54,-8.0,2/14/21 19:53,41.0,2/14/21 19:53,5406.06
116,2021-02-15 02:00:00,2021-02-14,21,98338.83,10.9,2/14/21 20:54,-9.0,2/14/21 20:53,39.9,2/14/21 20:53,5254.18
117,2021-02-15 03:00:00,2021-02-14,22,96899.95,12.0,2/14/21 21:54,-9.9,2/14/21 21:53,39.9,2/14/21 21:53,5689.49
118,2021-02-15 04:00:00,2021-02-14,23,94510.09,12.9,2/14/21 22:54,-9.9,2/14/21 22:53,39.9,2/14/21 22:53,6445.54
119,2021-02-15 05:00:00,2021-02-14,24,92237.0,12.9,2/14/21 23:54,-11.0,2/14/21 23:53,39.9,2/14/21 23:53,7082.55
120,2021-02-15 06:00:00,2021-02-15,1,90343.17,12.9,2/15/21 0:54,-11.9,2/15/21 0:53,39.9,2/15/21 0:53,7687.09
121,2021-02-15 07:00:00,2021-02-15,2,89440.28,12.0,2/15/21 1:54,-15.0,2/15/21 1:53,39.9,2/15/21 1:53,7651.67
122,2021-02-15 08:00:00,2021-02-15,3,88974.15,10.9,2/15/21 2:54,-15.0,2/15/21 2:53,39.9,2/15/21 2:53,7792.68
123,2021-02-15 09:00:00,2021-02-15,4,89150.5,10.0,2/15/21 3:54,-16.1,2/15/21 3:53,39.9,2/15/21 3:53,7768.64
124,2021-02-15 10:00:00,2021-02-15,5,89769.25,10.0,2/15/21 4:54,-15.0,2/15/21 4:53,39.0,2/15/21 4:53,7668.68
125,2021-02-15 11:00:00,2021-02-15,6,91850.97,10.9,2/15/21 5:54,-17.0,2/15/21 5:53,39.0,2/15/21 5:53,7233.0
126,2021-02-15 12:00:00,2021-02-15,7,94460.69,12.0,2/15/21 6:54,-16.1,2/15/21 6:53,39.9,2/15/21 6:53,6843.46
127,2021-02-15 13:00:00,2021-02-15,8,97822.44,12.0,2/15/21 7:54,-17.0,2/15/21 7:53,39.9,2/15/21 7:53,6716.65
128,2021-02-15 14:00:00,2021-02-15,9,100043.91,12.0,2/15/21 8:54,-16.1,2/15/21 8:53,37.0,2/15/21 8:53,7686.58
129,2021-02-15 15:00:00,2021-02-15,10,101392.88,12.9,2/15/21 9:54,-11.9,2/15/21 9:53,33.1,2/15/21 9:53,6824.79
130,2021-02-15 16:00:00,2021-02-15,11,101895.11,15.1,2/15/21 10:54,-9.9,2/15/21 10:53,34.0,2/15/21 10:53,4614.12
131,2021-02-15 17:00:00,2021-02-15,12,101637.69,15.1,2/15/21 11:54,-7.1,2/15/21 11:53,37.0,2/15/21 11:53,3516.75
132,2021-02-15 18:00:00,2021-02-15,13,101143.23,16.0,2/15/21 12:54,-7.1,2/15/21 12:53,,,3636.67
133,2021-02-15 19:00:00,2021-02-15,14,100173.4,14.0,2/15/21 13:54,-2.9,2/15/21 13:53,35.1,2/15/21 13:53,4321.34
134,2021-02-15 20:00:00,2021-02-15,15,99258.07,14.0,2/15/21 14:54,-2.0,2/15/21 14:53,32.0,2/15/21 14:53,5258.26
135,2021-02-15 21:00:00,2021-02-15,16,98118.77,14.0,2/15/21 15:54,0.0,2/15/21 15:53,32.0,2/15/21 15:53,5685.05
136,2021-02-15 22:00:00,2021-02-15,17,97903.26,14.0,2/15/21 16:54,-0.9,2/15/21 16:53,30.9,2/15/21 16:53,5760.6
137,2021-02-15 23:00:00,2021-02-15,18,99101.29,12.9,2/15/21 17:54,-0.9,2/15/21 17:53,30.9,2/15/21 17:53,5689.12
138,2021-02-16 00:00:00,2021-02-15,19,101273.8,14.0,2/15/21 18:54,-2.9,2/15/21 18:53,30.0,2/15/21 18:53,5909.72
139,2021-02-16 01:00:00,2021-02-15,20,102601.29,12.9,2/15/21 19:54,-4.0,2/15/21 19:53,28.9,2/15/21 19:53,6843.95
140,2021-02-16 02:00:00,2021-02-15,21,101075.41,12.0,2/15/21 20:54,-5.1,2/15/21 20:53,28.9,2/15/21 20:53,7951.51
141,2021-02-16 03:00:00,2021-02-15,22,99051.45,10.9,2/15/21 21:54,-6.0,2/15/21 21:53,28.9,2/15/21 21:53,8904.44
142,2021-02-16 04:00:00,2021-02-15,23,96738.04,10.9,2/15/21 22:54,-8.0,2/15/21 22:53,30.0,2/15/21 22:53,9024.41
143,2021-02-16 05:00:00,2021-02-15,24,93907.5,10.9,2/15/21 23:54,-9.9,2/15/21 23:53,28.9,2/15/21 23:53,9304.6
144,2021-02-16 06:00:00,2021-02-16,1,91762.33,10.9,2/16/21 0:54,-9.9,2/16/21 0:53,28.9,2/16/21 0:53,9619.87
145,2021-02-16 07:00:00,2021-02-16,2,90486.78,10.9,2/16/21 1:54,-9.0,2/16/21 1:53,28.0,2/16/21 1:53,9043.87
146,2021-02-16 08:00:00,2021-02-16,3,89809.47,10.9,2/16/21 2:54,-9.0,2/16/21 2:53,28.0,2/16/21 2:53,8832.01
147,2021-02-16 09:00:00,2021-02-16,4,89792.2,10.0,2/16/21 3:54,-9.0,2/16/21 3:53,28.0,2/16/21 3:53,8460.72
148,2021-02-16 10:00:00,2021-02-16,5,90205.63,10.0,2/16/21 4:54,-11.0,2/16/21 4:53,27.0,2/16/21 4:53,7833.93
149,2021-02-16 11:00:00,2021-02-16,6,91709.67,10.0,2/16/21 5:54,-11.0,2/16/21 5:53,26.1,2/16/21 5:53,7094.78
150,2021-02-16 12:00:00,2021-02-16,7,94365.23,9.0,2/16/21 6:54,-13.0,2/16/21 6:53,26.1,2/16/21 6:53,6359.96
151,2021-02-16 13:00:00,2021-02-16,8,97753.7,9.0,2/16/21 7:54,-11.9,2/16/21 7:53,25.0,2/16/21 7:53,5547.82
152,2021-02-16 14:00:00,2021-02-16,9,98206.66,10.9,2/16/21 8:54,-11.0,2/16/21 8:53,26.1,2/16/21 8:53,4696.7
153,2021-02-16 15:00:00,2021-02-16,10,98270.7,12.0,2/16/21 9:54,-6.0,2/16/21 9:53,26.1,2/16/21 9:53,4697.56
154,2021-02-16 16:00:00,2021-02-16,11,97349.32,12.9,2/16/21 10:54,-4.0,2/16/21 10:53,27.0,2/16/21 10:53,4152.47
155,2021-02-16 17:00:00,2021-02-16,12,95863.89,14.0,2/16/21 11:54,-0.9,2/16/21 11:53,28.0,2/16/21 11:53,3504.63
156,2021-02-16 18:00:00,2021-02-16,13,94525.87,15.1,2/16/21 12:54,3.9,2/16/21 12:53,28.9,2/16/21 12:53,3150.0
157,2021-02-16 19:00:00,2021-02-16,14,92586.27,17.1,2/16/21 13:54,3.9,2/16/21 13:53,30.0,2/16/21 13:53,3081.93
158,2021-02-16 20:00:00,2021-02-16,15,90798.55,18.0,2/16/21 14:54,9.0,2/16/21 14:53,30.0,2/16/21 14:53,3028.97
159,2021-02-16 21:00:00,2021-02-16,16,89155.85,18.0,2/16/21 15:54,10.9,2/16/21 15:53,32.0,2/16/21 15:53,2787.23
160,2021-02-16 22:00:00,2021-02-16,17,88837.16,18.0,2/16/21 16:54,10.9,2/16/21 16:53,32.0,2/16/21 16:53,2421.23
161,2021-02-16 23:00:00,2021-02-16,18,90293.68,16.0,2/16/21 17:54,12.0,2/16/21 17:53,32.0,2/16/21 17:53,2007.23
162,2021-02-17 00:00:00,2021-02-16,19,94325.37,12.9,2/16/21 18:54,8.1,2/16/21 18:53,30.9,2/16/21 18:53,1839.49
163,2021-02-17 01:00:00,2021-02-16,20,97605.16,12.0,2/16/21 19:54,7.0,2/16/21 19:53,30.9,2/16/21 19:53,2037.74
164,2021-02-17 02:00:00,2021-02-16,21,96292.95,10.0,2/16/21 20:54,5.0,2/16/21 20:53,32.0,2/16/21 20:53,2694.5
165,2021-02-17 03:00:00,2021-02-16,22,94778.98,6.1,2/16/21 21:54,3.9,2/16/21 21:53,32.0,2/16/21 21:53,3086.27
166,2021-02-17 04:00:00,2021-02-16,23,93045.44,5.0,2/16/21 22:54,1.0,2/16/21 22:53,32.0,2/16/21 22:53,2899.21
167,2021-02-17 05:00:00,2021-02-16,24,89884.88,3.9,2/16/21 23:54,3.0,2/16/21 23:53,32.0,2/16/21 23:53,3077.12
168,2021-02-17 06:00:00,2021-02-17,1,87765.76,3.0,2/17/21 0:54,0.0,2/17/21 0:53,32.0,2/17/21 0:53,3481.14
169,2021-02-17 07:00:00,2021-02-17,2,86770.74,1.9,2/17/21 1:54,-2.0,2/17/21 1:53,32.0,2/17/21 1:53,3669.92
170,2021-02-17 08:00:00,2021-02-17,3,86273.1,3.9,2/17/21 2:54,-2.0,2/17/21 2:53,33.1,2/17/21 2:53,3393.68
171,2021-02-17 09:00:00,2021-02-17,4,86074.96,3.9,2/17/21 3:54,0.0,2/17/21 3:53,33.1,2/17/21 3:53,2951.04
172,2021-02-17 10:00:00,2021-02-17,5,86472.14,3.9,2/17/21 4:54,-0.9,2/17/21 4:53,34.0,2/17/21 4:53,2620.89
173,2021-02-17 11:00:00,2021-02-17,6,88455.93,3.9,2/17/21 5:54,-0.9,2/17/21 5:53,35.1,2/17/21 5:53,2425.59
174,2021-02-17 12:00:00,2021-02-17,7,91906.52,3.9,2/17/21 6:54,-0.9,2/17/21 6:53,34.0,2/17/21 6:53,2872.84
175,2021-02-17 13:00:00,2021-02-17,8,95934.92,6.1,2/17/21 7:54,-0.9,2/17/21 7:53,34.0,2/17/21 7:53,3417.64
176,2021-02-17 14:00:00,2021-02-17,9,97770.42,8.1,2/17/21 8:54,0.0,2/17/21 8:53,36.0,2/17/21 8:53,4020.23
177,2021-02-17 15:00:00,2021-02-17,10,97926.95,10.9,2/17/21 9:54,1.9,2/17/21 9:53,36.0,2/17/21 9:53,4116.28
178,2021-02-17 16:00:00,2021-02-17,11,97150.75,12.9,2/17/21 10:54,3.9,2/17/21 10:53,41.0,2/17/21 10:53,3931.93
179,2021-02-17 17:00:00,2021-02-17,12,95947.0,18.0,2/17/21 11:54,6.1,2/17/21 11:53,46.0,2/17/21 11:53,3680.61
180,2021-02-17 18:00:00,2021-02-17,13,94342.52,19.0,2/17/21 12:54,7.0,2/17/21 12:53,50.0,2/17/21 12:53,3255.6
